Month,state,median_listing_price,active_listing_count,new_listing_count,price_increased_count,average_listing_price,total_listing_count
19-Oct,idaho,359997.5,8537,3044,140,563470.3607,9451
19-Oct,kansas,195185,9991,3116,140,283256.111,14154
19-Oct,south dakota,239900,4165,1164,32,304265.8469,4638
19-Oct,nevada,339900,12521,4780,280,599297.8604,15603
19-Oct,washington,465247.5,19931,8112,436,644508.5065,30119
19-Oct,utah,407500,12691,4840,380,678409.7878,19894
19-Oct,new mexico,259950,8132,2236,108,390064.9613,11133
19-Oct,north carolina,312144,45029,13816,1016,415079.317,61967
19-Oct,california,579950,86883,35524,1572,1169056.798,131752
19-Oct,texas,292750,108268,34712,3628,410151.6836,145340
19-Sep,wisconsin,247472.5,23527,7548,132,323567.8431,34925
19-Sep,utah,392757.1429,15887,5516,400,629679.6209,24764
19-Sep,alabama,236450,22542,6488,376,310625.5399,25308
19-Sep,minnesota,284900,24379,9884,184,366469.361,33527
19-Sep,idaho,369000,8746,3248,248,568763.8066,9640
19-Sep,massachusetts,521328.5714,20531,9868,208,814690.012,33853
19-Sep,illinois,249700,60979,22764,316,359218.3444,83405
19-Sep,indiana,198981.4286,22580,8508,200,263744.1328,31709
19-Sep,washington,469000,19788,9924,368,650568.3507,30556
19-Sep,north carolina,314900,45886,13804,864,416903.5519,63923
19-Sep,new mexico,259907.1429,8356,2352,88,388556.2376,11567
19-Sep,new hampshire,342400,6351,2244,56,450982.0111,10261
19-Sep,wyoming,264785.7143,3685,876,20,632876.8673,4389
19-Sep,colorado,469500,27829,11700,676,848379.1893,42411
19-Sep,virginia,329949.5,34960,12192,636,456712.8146,45314
19-Sep,georgia,293900,74680,26716,2212,393682.246,104307
19-Sep,nevada,340000,12898,4788,248,598193.0004,16191
19-Sep,vermont,285000,5279,836,20,403806.6092,6772
19-Sep,maryland,348695.4286,21124,8344,432,455291.4663,23735
19-Sep,michigan,219700,45041,16704,428,307054.7154,52055
19-Sep,new jersey,389521.4286,49707,18644,368,554237.4516,51033
19-Sep,california,585000,91031,42276,1676,1162311.031,138788
19-Sep,delaware,325000,4345,1240,112,427496.5332,4774
19-Sep,alaska,290000,3575,876,32,328509.5895,3575
19-Sep,kentucky,213400,15510,5360,116,280455.5351,21915
19-Sep,oklahoma,209900,14905,4632,152,284259.9824,17680
19-Sep,missouri,202950,24211,8488,228,280673.2381,33498
19-Sep,south carolina,279450,29398,8548,648,425083.1412,41338
19-Sep,west virginia,174900,8336,1828,76,232660.0584,10550
19-Sep,louisiana,229450,19777,4924,168,302314.8666,24940
19-Sep,district of columbia,665000,1637,1228,24,954835.9008,1866
19-Sep,arizona,359878.5714,21709,9704,904,552921.0036,36271
19-Sep,mississippi,199850,10764,2544,108,262953.2228,13727
19-Sep,nebraska,234949.5,6165,2516,88,284813.3955,6608
19-Sep,tennessee,289900,28149,10772,632,400460.4648,43049
19-Sep,south dakota,239900,4374,1252,24,304389.3473,4621
19-Sep,connecticut,359450,22762,5712,160,722071.1717,22890
19-Sep,florida,329995,138430,39888,3340,634568.7407,189837
19-Sep,ohio,189450,32885,14464,288,264053.539,52450
19-Sep,kansas,192857.1429,10354,3608,172,278794.7801,12618
19-Sep,montana,359678.5714,7463,1584,44,603679.021,9459
19-Sep,hawaii,684500,5966,1612,48,1307555.415,6880
19-Sep,arkansas,190357.1429,14699,3752,84,263241.0252,17593
19-Sep,maine,259950,9216,2172,56,386117.5349,10355
19-Sep,north dakota,229950,3999,920,24,275022.1405,4265
19-Sep,iowa,207000,15409,4576,280,248221.1296,20294
19-Sep,rhode island,369400,3725,1688,16,601414.9316,6181
19-Sep,texas,293938,112506,37352,2868,410716.6346,157131
19-Sep,pennsylvania,224900,43994,14144,520,320351.7192,53569
19-Sep,oregon,425000,18514,6752,408,555525.5622,20895
19-Sep,new york,467710.2857,76108,21468,660,1003546.601,102347
